#{"t_start": 1778540287.4289503, "env_id": "None"}
r,l,t
-620.44,200,242.094341
-2160.8,200,243.129312
-2192.96,200,244.154851
-1912.4,200,245.408991
-2146.88,200,246.449468
-2130.8,200,247.482789
-2016.2,200,248.474306
-687.52,200,249.499062
-2093.72,200,250.496543
-2072.52,200,251.517951
-1570.8,200,252.547671
-1435.48,200,253.892705
313.32,4,253.912698
-2022.48,200,254.998677
306.39,11,255.075734
278.64,12,255.134733
-1218.03,153,255.913362
-2227.28,200,257.293414
-578.76,200,258.351998
-1332.52,200,259.36921
-618.76,200,260.36593
-1310.76,180,261.569996
-2238.2,200,262.601402
-2103.32,200,263.607973
306.56,12,263.672522
-2248.28,200,264.697241
-2173.04,200,266.184131
-652.05,107,266.746345
-2131.88,200,267.776697
-74.13,51,268.057783
-682.6,200,269.145104
-924.8,200,270.1864
-719.64,200,271.543535
-1643.68,200,272.557823
-2031.2,200,273.590538
-2068.32,200,274.620039
-2237.96,200,275.991462
-1597.36,200,277.02003
-2073.8,200,278.078923
-228.87,61,278.386654
-648.68,200,279.783275
-426.87,85,280.220114
-2158.04,200,281.351501
-233.1,54,281.648232
-2172.8,200,282.709522
-618.76,200,284.090448
-2097.32,200,285.20623
-691.84,200,286.248876
-2144.96,200,287.276084
-2371.76,200,288.633635
-2165.12,200,289.667786
-2006.24,200,290.704088
-1582.95,193,291.682737
-2268.2,200,293.04299
-2178.64,200,294.074208
-1283.12,200,295.507113
-2182.28,200,296.579386
-2227.28,200,297.644924
-1995.56,200,298.723812
303.48,8,298.770803
-1912.88,200,299.876355
-603.12,104,300.406676
-2120.64,200,301.446084
-2142.8,200,302.471374
-1606.0,200,303.507012
-2284.28,200,304.53969
-633.78,102,305.082333
-1406.49,187,306.067211
-2239.88,200,307.136413
-2267.36,200,308.167322
-1369.4,200,309.546576
303.33,1,309.550577
-2143.64,200,310.578027
-826.44,200,311.597631
-1907.4,200,312.615094
-718.38,110,313.192439
72.46,134,313.86474
-1543.72,200,314.89384
-1347.8,200,316.267331
-2078.2,200,317.281522
-1058.2,200,318.684075
211.29,25,318.826168
83.9,50,319.082262
-2117.96,200,320.094373
-970.28,200,321.091393
-574.04,200,322.449245
-1433.28,200,323.482817
-1366.56,200,324.49533
-1276.04,200,325.8987
-2212.28,200,326.919206
-2132.96,200,327.969396
-522.3,98,328.483528
-2273.28,200,329.825536
-455.31,165,330.671997
-1562.88,200,331.76072
310.14,10,331.804757
-2005.32,200,332.848494
-711.13,123,333.848004
-2180.72,200,334.924039
-2068.4,200,335.960352
-2063.24,200,337.159117
-1917.28,200,338.198378
-2089.88,200,339.244122
-2215.04,200,340.2928
-1125.52,200,341.713622
151.11,35,341.895228
-631.52,200,342.969788
-1712.72,200,343.997241
316.65,5,344.026271
-2220.44,200,345.365619
-640.68,200,346.485233
-1929.44,200,347.613432
-2084.48,200,349.059455
-2052.2,200,350.179657
-2024.24,200,351.285074
-2190.2,200,352.368907
-2077.88,200,353.817024
-2101.88,200,354.849621
-1569.52,200,356.321508
-2170.88,200,357.355152
-882.2,200,358.378934
-1774.6,200,359.398433
-2296.04,200,360.3307
-2187.8,200,361.427889
-2128.88,200,362.4732
-1158.54,146,363.215109
-2190.2,200,364.327369
-1605.28,200,365.370251
-2304.44,200,366.48166
-1093.61,159,367.347232
313.32,4,367.380911
135.79,115,368.47978
-2208.2,200,369.595474
-2191.28,200,370.670106
-2253.44,200,371.71924
-2264.12,200,373.146098
-2198.12,200,374.276714
-1604.4,200,375.347528
-2267.6,200,376.820847
-2157.8,200,377.894068
-1231.96,200,378.967879
-1690.48,200,380.402482
141.65,105,380.944502
-2209.28,200,382.004927
-2116.96,200,383.110783
-1440.04,200,384.489959
-2138.96,200,385.616953
-2174.64,200,389.059994
