#{"t_start": 1778332086.155168, "env_id": "None"}
r,l,t
308.05,7,169.435332
310.95,13,169.447779
301.2,8,169.455702
298.35,9,169.467324
304.6,4,169.470323
302.3,2,169.472323
310.35,9,169.481933
301.75,5,169.485718
308.3,13,169.5011
302.9,6,169.512122
303.5,10,169.521173
312.1,14,169.535428
308.05,7,169.542245
301.15,1,169.543237
-1035.85,250,169.792874
304.05,7,169.802038
302.3,2,169.803032
308.35,20,169.823125
297.15,23,169.842483
305.75,5,169.84737
309.8,12,169.857693
283.5,25,169.88175
303.55,17,169.896978
310.35,9,169.907515
308.1,14,169.921328
-1015.9,250,170.167011
311.5,10,170.176877
304.1,14,170.188398
303.7,9,170.197482
299.5,10,170.205533
304.65,11,170.215609
292.1,7,170.221345
302.3,2,170.223344
310.95,13,170.233374
307.5,10,170.240536
282.65,15,170.253074
309.2,8,170.26542
314.4,16,170.283017
307.5,10,170.291086
300.6,4,170.296706
304.6,4,170.299704
302.3,2,170.301699
314.4,16,170.314612
308.65,11,170.324586
308.05,7,170.330204
304.6,4,170.333202
309.8,12,170.343766
234.8,22,170.363126
269.95,19,170.384556
304.1,14,170.399981
279.65,24,170.41836
305.25,15,170.430584
312.65,11,170.439689
313.85,19,170.454612
306.9,6,170.462631
301.2,8,170.468673
313.25,15,170.481617
297.1,16,170.496279
-607.25,250,170.725338
306.9,6,170.730364
311.5,10,170.74823
312.1,14,170.760459
301.75,5,170.76574
303.75,16,170.783187
279.1,20,170.811584
310.35,9,170.82117
253.8,20,170.843863
311.5,10,170.853392
312.1,14,170.867105
-622.05,250,171.088439
304.6,4,171.093438
306.9,6,171.098552
304.6,4,171.103123
311.5,10,171.112025
310.95,13,171.124566
310.05,18,171.142356
304.3,13,171.152993
305.75,5,171.157723
307.0,20,171.176416
305.2,8,171.183577
300.35,20,171.206305
309.65,13,171.215931
302.3,2,171.217935
308.05,7,171.223444
-1107.55,250,172.524388
307.5,10,172.538319
276.2,14,172.560323
312.65,11,172.576751
305.75,5,172.582568
304.05,7,172.595468
303.15,12,172.614122
310.35,9,172.630552
299.7,9,172.647999
300.55,19,172.67821
305.75,5,172.683893
303.45,3,172.688464
301.15,1,172.690456
305.85,19,172.718234
312.65,11,172.732944
309.2,8,172.744706
296.85,10,172.760604
299.7,9,172.772675
302.9,6,172.780154
308.65,11,172.795271
311.5,10,172.80998
299.35,11,172.826834
302.3,2,172.829678
304.6,4,172.833071
310.35,9,172.847288
300.6,4,172.850704
294.25,17,172.871569
306.35,9,172.881812
-709.95,250,173.196951
270.65,30,173.242639
298.2,10,173.257699
308.05,7,173.263697
-1023.9,250,173.670492
-978.65,250,174.075461
309.8,12,174.091254
299.95,15,174.113361
304.6,4,174.118458
241.5,54,174.194813
300.6,4,174.199079
312.3,13,174.217826
307.5,10,174.231201
304.6,4,174.23736
304.6,4,174.242275
314.95,13,174.259654
302.0,11,174.277603
308.65,11,174.296813
309.2,8,174.30885
313.25,15,174.330168
-595.35,250,174.689655
306.35,9,174.704412
318.4,16,174.731405
304.0,22,174.762145
303.45,3,174.765658
312.1,14,174.783316
300.6,4,174.78835
304.1,14,174.806614
316.1,14,174.823133
305.75,5,174.828428
302.9,6,174.834874
319.55,17,174.858372
308.65,11,174.871191
308.05,7,174.87867
300.25,6,174.885319
304.6,4,174.894736
273.45,22,174.926612
-1031.9,250,176.526487
302.55,8,176.538702
310.35,9,176.548797
308.65,11,176.564804
311.5,10,176.573943
297.3,15,176.591047
305.75,5,176.598822
91.35,73,176.693611
313.8,12,176.709293
306.0,11,176.724708
283.0,28,176.764645
308.65,11,176.781573
301.2,8,176.79314
-665.95,250,177.160322
-667.35,250,177.491839
291.2,19,177.5146
305.8,12,177.528931
296.65,4,177.531931
310.05,18,177.551074
307.55,17,177.571434
312.65,11,177.59098
319.55,17,177.611633
-1001.2,250,177.925331
302.3,2,177.928343
287.1,28,177.961003
307.5,10,177.973044
305.75,5,177.978927
306.4,16,177.996035
297.65,13,178.011181
306.95,13,178.028965
298.95,13,178.043096
308.05,7,178.051807
302.95,13,178.063359
285.8,27,178.089772
-640.7,250,178.372228
-656.9,250,178.613541
310.95,13,178.625573
310.35,9,178.634582
312.65,11,178.647414
310.95,13,178.659742
-591.4,250,178.913808
314.4,16,178.930865
306.9,6,178.936372
302.3,2,178.938459
302.3,2,178.940467
313.3,22,178.960468
304.3,13,179.918547
318.4,16,179.934593
284.35,21,179.954739
302.25,17,179.970951
308.65,11,179.980983
301.2,8,179.99026
306.9,6,179.996282
-1110.2,250,180.250411
310.35,9,180.258671
308.65,11,180.269687
304.6,4,180.273678
307.5,10,180.282294
312.65,11,180.297848
307.0,20,180.3178
302.0,11,180.32893
315.55,17,180.345027
304.85,10,180.356649
-641.95,250,180.633018
-598.05,250,180.885748
316.15,21,180.905336
305.45,14,180.916931
312.1,14,180.928478
313.25,15,180.943561
306.9,6,180.948573
316.1,14,180.960837
-1126.25,250,181.21796
303.45,3,181.222053
303.45,3,181.225583
304.3,13,181.238575
309.8,12,181.252322
316.1,14,181.265565
303.45,3,181.270865
312.1,14,181.286516
306.9,6,181.293754
303.45,3,181.297271
314.4,16,181.312818
311.5,10,181.322427
305.2,8,181.332497
303.9,8,181.340353
268.6,12,181.353108
302.3,17,181.370447
305.2,8,181.377526
301.05,9,181.38991
261.35,38,181.429814
308.05,7,181.437321
296.75,18,181.454498
308.1,14,181.466558
312.65,11,181.476351
304.05,7,181.485407
316.1,14,181.502167
310.35,9,181.51027
302.9,6,181.516564
303.45,3,181.519607
290.6,15,181.531807
305.75,5,181.538193
309.2,8,181.544698
305.75,5,181.550439
310.35,9,181.560865
300.9,17,181.578728
308.65,11,181.590967
310.35,9,181.601026
304.6,4,181.604534
306.35,9,181.615239
310.95,13,181.629871
310.95,13,181.643743
298.5,23,181.666515
306.95,13,181.680547
297.15,16,181.697242
309.85,19,181.714852
203.65,33,181.755708
306.95,13,181.772211
311.55,17,181.789535
310.45,23,181.812111
-575.35,250,183.058527
304.6,4,183.064622
303.45,3,183.067595
298.8,14,183.083158
301.15,1,183.085672
311.5,10,183.098747
305.2,8,183.106756
300.65,11,183.118433
310.35,9,183.126429
304.6,4,183.131507
312.1,14,183.149131
301.8,12,183.162496
240.65,34,183.20241
310.0,11,183.216473
306.35,9,183.229191
295.35,11,183.242484
312.65,11,183.257117
69.3,135,183.394842
308.65,11,183.405487
305.8,12,183.419639
304.05,7,183.427125
310.4,16,183.442468
304.6,4,183.447517
300.05,7,183.455038
314.95,13,183.468309
304.6,4,183.472309
-680.7,250,183.738237
312.65,11,183.751539
306.4,16,183.764671
297.95,4,183.768748
313.8,12,183.780843
308.05,7,183.787362
305.8,12,183.80134
312.65,11,183.812997
300.6,4,183.817072
318.4,16,183.831198
304.7,18,183.848013
311.5,10,183.857315
193.15,54,183.919877
314.4,16,183.93483
-596.75,250,184.18916
306.9,6,184.195611
305.25,15,184.209013
297.1,16,184.22564
297.95,4,184.232238
297.65,13,184.244733
295.95,15,184.25845
309.2,8,184.26749
309.8,12,184.278198
303.45,3,184.281277
309.2,8,184.289246
314.95,13,184.303214
305.15,23,184.328199
312.65,11,184.337318
312.65,11,184.348546
306.6,15,184.363856
304.65,11,184.373322
304.7,18,184.390063
306.95,13,184.4037
310.35,9,184.415502
302.3,2,184.417093
-620.65,250,184.661284
303.45,3,184.664785
305.25,15,184.675075
276.3,21,184.699026
-602.05,250,184.945265
306.9,6,184.95136
306.35,9,184.961055
308.05,7,184.969021
310.95,13,184.983218
301.75,5,184.98928
300.6,4,184.994774
300.6,4,184.998035
306.9,6,185.002953
301.15,1,185.005677
-613.95,250,186.230738
314.95,13,186.24295
304.6,4,186.246486
239.25,34,186.27572
305.8,12,186.286247
287.95,15,186.302948
309.8,12,186.320149
308.65,11,186.33488
302.95,13,186.347718
305.75,5,186.35299
309.2,8,186.361655
-973.4,250,186.610929
320.7,18,186.627759
305.2,8,186.633321
303.1,5,186.63741
-649.95,250,186.879528
306.35,9,186.887328
309.8,12,186.901794
301.75,5,186.906276
304.6,4,186.912311
307.5,10,186.920716
290.5,23,186.943357
312.7,18,186.95855
305.75,5,186.965735
315.55,17,186.98798
304.6,4,186.991979
289.65,21,187.01384
299.55,10,187.022591
309.2,8,187.029685
312.1,14,187.043833
304.85,10,187.052376
306.6,15,187.065642
307.55,17,187.083366
308.05,7,187.08939
308.65,11,187.100029
305.75,5,187.104537
306.9,6,187.110886
-646.0,250,187.356643
263.8,24,187.379358
313.8,12,187.39077
295.35,11,187.400307
247.9,16,187.419747
57.8,68,187.488096
298.2,10,187.500285
310.35,9,187.512455
299.5,10,187.528403
308.65,11,187.538697
-582.1,250,187.774765
295.9,8,187.782288
309.8,12,187.793332
309.85,19,187.813083
310.35,9,187.821458
303.45,3,187.824494
289.05,9,187.833376
308.65,11,187.846703
308.05,7,187.85559
309.2,8,187.865432
308.65,11,187.880102
309.45,14,187.891318
310.35,9,187.899347
304.6,4,187.902347
317.25,15,187.916446
303.45,3,187.919434
305.75,5,187.923358
303.45,3,187.930093
316.1,14,187.943397
300.6,4,187.947018
274.05,26,187.97153
314.4,16,187.989335
311.5,10,187.99937
284.4,20,188.016803
-560.5,250,189.192351
311.5,10,189.203338
308.65,11,189.213402
-598.0,250,189.470271
303.45,3,189.474784
300.6,4,189.477325
312.1,14,189.490362
302.9,6,189.498484
305.2,8,189.5055
310.35,9,189.513081
256.3,37,189.56306
306.35,9,189.570071
291.05,20,189.59267
301.4,7,189.602153
311.5,10,189.612209
311.5,10,189.621715
305.2,8,189.627904
308.65,11,189.636474
300.65,11,189.645512
-655.25,250,189.866938
309.8,12,189.880974
297.65,13,189.890488
301.4,7,189.897086
288.9,17,189.91076
316.1,14,189.926467
307.5,10,189.932478
310.35,9,189.941207
302.3,2,189.94375
303.45,3,189.946447
296.7,18,189.961572
305.75,5,189.965766
302.3,2,189.967864
301.2,8,189.976937
309.85,19,189.991293
315.0,20,190.008152
303.5,10,190.017128
308.65,11,190.02993
306.4,16,190.046484
306.9,6,190.051485
292.3,13,190.066077
-1045.1,250,190.285692
316.7,18,190.306472
299.95,15,190.32458
304.05,7,190.332517
312.65,11,190.341702
314.95,13,190.359553
280.55,19,190.373608
305.75,5,190.378638
307.55,17,190.393746
318.4,16,190.406411
263.3,27,190.433131
304.6,4,190.436451
304.9,17,190.451387
112.0,143,190.587937
306.35,9,190.595715
301.2,8,190.606936
303.45,3,190.612288
308.05,7,190.618593
318.4,16,190.634444
304.05,7,190.641768
302.35,9,190.649201
294.9,21,190.669106
294.6,15,190.684693
308.9,17,190.700427
304.3,13,190.714772
302.95,13,190.727108
292.5,12,190.741962
305.8,12,190.751628
301.75,5,190.755567
302.3,2,190.757592
318.4,16,190.770944
305.45,14,190.781542
305.75,5,190.790082
282.1,18,190.811311
310.35,9,190.821377
310.95,13,190.832323
313.8,12,190.8414
316.1,14,190.852926
302.3,2,190.856966
304.6,4,190.860985
307.15,12,190.870687
310.95,13,190.884716
301.2,8,190.893233
304.05,7,190.899324
